timestamp,unix_time,instrument,price,direction,tick_size,session_id
2026-07-22 12:48:32,1784724512,BOOM900,9171.12,1,144.02100000000064,BACKFILL_AUTO
2026-07-22 12:48:33,1784724513,BOOM900,9171.106,-1,0.014000000001033186,BACKFILL_AUTO
2026-07-22 12:48:34,1784724514,BOOM900,9171.089,-1,0.016999999999825377,BACKFILL_AUTO
2026-07-22 12:48:35,1784724515,BOOM900,9171.067,-1,0.02200000000084401,BACKFILL_AUTO
2026-07-22 12:48:36,1784724516,BOOM900,9171.065,-1,0.0019999999985884642,BACKFILL_AUTO
2026-07-22 12:48:37,1784724517,BOOM900,9171.043,-1,0.02200000000084401,BACKFILL_AUTO
2026-07-22 12:48:38,1784724518,BOOM900,9171.036,-1,0.006999999999607098,BACKFILL_AUTO
2026-07-22 12:48:39,1784724519,BOOM900,9171.026,-1,0.010000000000218279,BACKFILL_AUTO
2026-07-22 12:48:40,1784724520,BOOM900,9171.021,-1,0.004999999999199645,BACKFILL_AUTO
2026-07-22 12:48:41,1784724521,BOOM900,9171.008,-1,0.01300000000082946,BACKFILL_AUTO
2026-07-22 12:48:42,1784724522,BOOM900,9170.991,-1,0.016999999999825377,BACKFILL_AUTO
2026-07-22 12:48:43,1784724523,BOOM900,9170.989,-1,0.0020000000004074536,BACKFILL_AUTO
2026-07-22 12:48:44,1784724524,BOOM900,9170.983,-1,0.0059999999994033715,BACKFILL_AUTO
2026-07-22 12:48:45,1784724525,BOOM900,9170.978,-1,0.005000000001018634,BACKFILL_AUTO
2026-07-22 12:48:46,1784724526,BOOM900,9170.969,-1,0.009000000000014552,BACKFILL_AUTO
2026-07-22 12:48:47,1784724527,BOOM900,9170.951,-1,0.018000000000029104,BACKFILL_AUTO
2026-07-22 12:48:48,1784724528,BOOM900,9170.95,-1,0.0009999999983847374,BACKFILL_AUTO
2026-07-22 12:48:49,1784724529,BOOM900,9170.945,-1,0.005000000001018634,BACKFILL_AUTO
2026-07-22 12:48:50,1784724530,BOOM900,9170.927,-1,0.018000000000029104,BACKFILL_AUTO
2026-07-22 12:48:51,1784724531,BOOM900,9170.925,-1,0.0020000000004074536,BACKFILL_AUTO
2026-07-22 12:48:52,1784724532,BOOM900,9170.921,-1,0.003999999998995918,BACKFILL_AUTO
2026-07-22 12:48:53,1784724533,BOOM900,9170.908,-1,0.01300000000082946,BACKFILL_AUTO
2026-07-22 12:48:54,1784724534,BOOM900,9170.893,-1,0.014999999999417923,BACKFILL_AUTO
2026-07-22 12:48:55,1784724535,BOOM900,9170.868,-1,0.024999999999636202,BACKFILL_AUTO
2026-07-22 12:48:56,1784724536,BOOM900,9170.866,-1,0.0020000000004074536,BACKFILL_AUTO
2026-07-22 12:48:57,1784724537,BOOM900,9170.86,-1,0.0059999999994033715,BACKFILL_AUTO
2026-07-22 12:48:58,1784724538,BOOM900,9170.854,-1,0.006000000001222361,BACKFILL_AUTO
2026-07-22 12:48:59,1784724539,BOOM900,9170.84,-1,0.013999999999214197,BACKFILL_AUTO
2026-07-22 12:49:00,1784724540,BOOM900,9170.825,-1,0.014999999999417923,BACKFILL_AUTO
2026-07-22 12:49:01,1784724541,BOOM900,9170.812,-1,0.01300000000082946,BACKFILL_AUTO
2026-07-22 12:49:02,1784724542,BOOM900,9170.798,-1,0.013999999999214197,BACKFILL_AUTO
2026-07-22 12:49:03,1784724543,BOOM900,9170.793,-1,0.005000000001018634,BACKFILL_AUTO
2026-07-22 12:49:04,1784724544,BOOM900,9170.78,-1,0.01299999999901047,BACKFILL_AUTO
2026-07-22 12:49:05,1784724545,BOOM900,9170.758,-1,0.02200000000084401,BACKFILL_AUTO
2026-07-22 12:49:06,1784724546,BOOM900,9170.755,-1,0.0030000000006111804,BACKFILL_AUTO
2026-07-22 12:49:07,1784724547,BOOM900,9170.752,-1,0.002999999998792191,BACKFILL_AUTO
2026-07-22 12:49:08,1784724548,BOOM900,9170.75,-1,0.0020000000004074536,BACKFILL_AUTO
2026-07-22 12:49:09,1784724549,BOOM900,9170.736,-1,0.013999999999214197,BACKFILL_AUTO
2026-07-22 12:49:10,1784724550,BOOM900,9170.726,-1,0.010000000000218279,BACKFILL_AUTO
2026-07-22 12:49:11,1784724551,BOOM900,9170.706,-1,0.020000000000436557,BACKFILL_AUTO
2026-07-22 12:49:12,1784724552,BOOM900,9170.69,-1,0.01599999999962165,BACKFILL_AUTO
2026-07-22 12:49:13,1784724553,BOOM900,9170.674,-1,0.01599999999962165,BACKFILL_AUTO
2026-07-22 12:49:14,1784724554,BOOM900,9170.658,-1,0.01600000000144064,BACKFILL_AUTO
2026-07-22 12:49:15,1784724555,BOOM900,9170.639,1,143.9439999999995,BACKFILL_AUTO
2026-07-22 12:49:16,1784724556,BOOM900,9170.633,-1,0.0059999999994033715,BACKFILL_AUTO
2026-07-22 12:49:17,1784724557,BOOM900,9170.632,-1,0.0010000000002037268,BACKFILL_AUTO
2026-07-22 12:49:18,1784724558,BOOM900,9170.613,-1,0.01900000000023283,BACKFILL_AUTO
2026-07-22 12:49:19,1784724559,BOOM900,9170.6,-1,0.01299999999901047,BACKFILL_AUTO
2026-07-22 12:49:20,1784724560,BOOM900,9170.595,-1,0.005000000001018634,BACKFILL_AUTO
2026-07-22 12:49:21,1784724561,BOOM900,9170.583,-1,0.011999999998806743,BACKFILL_AUTO
2026-07-22 12:49:22,1784724562,BOOM900,9170.582,-1,0.0010000000002037268,BACKFILL_AUTO
2026-07-22 12:49:23,1784724563,BOOM900,9170.571,-1,0.011000000000422006,BACKFILL_AUTO
2026-07-22 12:49:24,1784724564,BOOM900,9170.555,-1,0.01599999999962165,BACKFILL_AUTO
2026-07-22 12:49:25,1784724565,BOOM900,9170.542,-1,0.01300000000082946,BACKFILL_AUTO
2026-07-22 12:49:26,1784724566,BOOM900,9170.53,-1,0.011999999998806743,BACKFILL_AUTO
2026-07-22 12:49:27,1784724567,BOOM900,9170.529,-1,0.0010000000002037268,BACKFILL_AUTO
2026-07-22 12:49:28,1784724568,BOOM900,9170.511,-1,0.018000000000029104,BACKFILL_AUTO
2026-07-22 12:49:29,1784724569,BOOM900,9170.508,-1,0.0030000000006111804,BACKFILL_AUTO
2026-07-22 12:49:30,1784724570,BOOM900,9170.499,-1,0.009000000000014552,BACKFILL_AUTO
2026-07-22 12:49:31,1784724571,BOOM900,9170.498,-1,0.0010000000002037268,BACKFILL_AUTO
2026-07-22 12:49:32,1784724572,BOOM900,9170.498,0,0.0,BACKFILL_AUTO
2026-07-22 12:49:33,1784724573,BOOM900,9170.483,-1,0.014999999999417923,BACKFILL_AUTO
2026-07-22 12:49:34,1784724574,BOOM900,9170.471,-1,0.012000000000625732,BACKFILL_AUTO
2026-07-22 12:49:35,1784724575,BOOM900,9170.467,-1,0.003999999998995918,BACKFILL_AUTO
2026-07-22 12:49:36,1784724576,BOOM900,9170.446,-1,0.021000000000640284,BACKFILL_AUTO
2026-07-22 12:49:37,1784724577,BOOM900,9170.414,-1,0.0319999999992433,BACKFILL_AUTO
2026-07-22 12:49:38,1784724578,BOOM900,9170.411,-1,0.0030000000006111804,BACKFILL_AUTO
2026-07-22 12:49:39,1784724579,BOOM900,9170.403,-1,0.007999999999810825,BACKFILL_AUTO
2026-07-22 12:49:40,1784724580,BOOM900,9170.401,-1,0.0020000000004074536,BACKFILL_AUTO
2026-07-22 12:49:41,1784724581,BOOM900,9170.39,-1,0.011000000000422006,BACKFILL_AUTO
2026-07-22 12:49:42,1784724582,BOOM900,9170.388,-1,0.0019999999985884642,BACKFILL_AUTO
2026-07-22 12:49:43,1784724583,BOOM900,9170.372,-1,0.01600000000144064,BACKFILL_AUTO
2026-07-22 12:49:44,1784724584,BOOM900,9170.356,-1,0.01599999999962165,BACKFILL_AUTO
2026-07-22 12:49:45,1784724585,BOOM900,9170.347,-1,0.009000000000014552,BACKFILL_AUTO
2026-07-22 12:49:46,1784724586,BOOM900,9170.342,-1,0.004999999999199645,BACKFILL_AUTO
2026-07-22 12:49:47,1784724587,BOOM900,9170.34,-1,0.0020000000004074536,BACKFILL_AUTO
2026-07-22 12:49:48,1784724588,BOOM900,9170.328,-1,0.012000000000625732,BACKFILL_AUTO
2026-07-22 12:49:49,1784724589,BOOM900,9170.325,-1,0.002999999998792191,BACKFILL_AUTO
2026-07-22 12:49:50,1784724590,BOOM900,9170.31,-1,0.015000000001236913,BACKFILL_AUTO
2026-07-22 12:49:51,1784724591,BOOM900,9170.287,-1,0.02299999999922875,BACKFILL_AUTO
2026-07-22 12:49:52,1784724592,BOOM900,9170.287,0,0.0,BACKFILL_AUTO
2026-07-22 12:49:53,1784724593,BOOM900,9170.283,-1,0.004000000000814907,BACKFILL_AUTO
2026-07-22 12:49:54,1784724594,BOOM900,9170.269,-1,0.013999999999214197,BACKFILL_AUTO
2026-07-22 12:49:55,1784724595,BOOM900,9170.251,-1,0.018000000000029104,BACKFILL_AUTO
2026-07-22 12:49:56,1784724596,BOOM900,9170.233,-1,0.018000000000029104,BACKFILL_AUTO
2026-07-22 12:49:57,1784724597,BOOM900,9170.225,-1,0.007999999999810825,BACKFILL_AUTO
2026-07-22 12:49:58,1784724598,BOOM900,9170.199,1,144.0079999999998,BACKFILL_AUTO
2026-07-22 12:49:59,1784724599,BOOM900,9170.186,-1,0.01300000000082946,BACKFILL_AUTO
2026-07-22 12:50:00,1784724600,BOOM900,9170.165,-1,0.020999999998821295,BACKFILL_AUTO
2026-07-22 12:50:01,1784724601,BOOM900,9170.136,-1,0.02900000000045111,BACKFILL_AUTO
2026-07-22 12:50:02,1784724602,BOOM900,9170.131,-1,0.005000000001018634,BACKFILL_AUTO
